"employee_id","first_name","last_name","email","department","salary","joining_date","age","monthlybonus","annualbasicpay","annualbonus","tax","deduction","annualfinalpay","netpay","experience","fullname"
766,"Jesse","Snyder","hallison@wright.org","Finance","76959.56","2021-01-14",29,"7695.96","923514.72","92351.52",5,"46175.74","877338.98","969690.50",NULL,"Jesse Snyder"
768,"Edward","Flores","melissa91@gmail.com","IT","76601.14","2022-07-24",43,"7660.11","919213.68","91921.32",5,"45960.68","873253.00","965174.32",NULL,"Edward Flores"
279,"April","Larsen","michaelmoore@carter-paul.biz","Finance","58951.26","2021-02-09",23,"5895.13","707415.12","70741.56",2,"14148.30","693266.82","764008.38",NULL,"April Larsen"
769,"Michelle","Singh","jill63@hotmail.com","IT","78684.07","2022-02-20",38,"7868.41","944208.84","94420.92",5,"47210.44","896998.40","991419.32",NULL,"Michelle Singh"
770,"Michael","Goodwin","amanda04@hotmail.com","Marketing","80961.56","2023-04-10",58,"8096.16","971538.72","97153.92",5,"48576.94","922961.78","1020115.70",NULL,"Michael Goodwin"
771,"Adam","Horton","oschmidt@hotmail.com","IT","72441.89","2022-04-05",22,"7244.19","869302.68","86930.28",5,"43465.13","825837.55","912767.83",NULL,"Adam Horton"
772,"Charles","Bass","franklinvanessa@stanley-caldwell.info","Finance","81964.00","2022-11-04",25,"8196.40","983568.00","98356.80",5,"49178.40","934389.60","1032746.40",NULL,"Charles Bass"
773,"Ricardo","Young","william53@bell.com","HR","92354.50","2020-09-18",34,"9235.45","1108254.00","110825.40",5,"55412.70","1052841.30","1163666.70",NULL,"Ricardo Young"
280,"Jeremy","Ibarra","douglassilva@hotmail.com","Marketing","56982.69","2020-10-14",23,"5698.27","683792.28","68379.24",2,"13675.85","670116.43","738495.67",NULL,"Jeremy Ibarra"
281,"Tammie","Klein","josephperry@gmail.com","Finance","62512.86","2021-08-29",53,"6251.29","750154.32","75015.48",2,"15003.09","735151.23","810166.71",NULL,"Tammie Klein"
775,"Jennifer","Davenport","monica71@king.org","HR","72728.64","2021-11-06",44,"7272.86","872743.68","87274.32",5,"43637.18","829106.50","916380.82",NULL,"Jennifer Davenport"
405,"Melissa","Frazier","morgansims@bruce.info","HR","34023.42","2023-09-30",46,"3402.34","408281.04","40828.08",7,"28579.67","379701.37","420529.45",NULL,"Melissa Frazier"
282,"Martin","Heath","heidi29@baker.com","IT","49368.61","2024-10-10",38,"4936.86","592423.32","59242.32",2,"11848.47","580574.85","639817.17",NULL,"Martin Heath"
408,"Melinda","Smith","austinpatton@gmail.com","IT","31775.92","2021-08-24",47,"3177.59","381311.04","38131.08",7,"26691.77","354619.27","392750.35",NULL,"Melinda Smith"
284,"Michele","Ellis","diana70@yahoo.com","Finance","41902.63","2021-04-30",60,"4190.26","502831.56","50283.12",2,"10056.63","492774.93","543058.05",NULL,"Michele Ellis"
413,"Dennis","Bryant","dunnsteve@marshall.net","Operations","40270.25","2021-03-22",41,"4027.03","483243.00","48324.36",7,"33827.01","449415.99","497740.35",NULL,"Dennis Bryant"
432,"Richard","Williams","leonjohnson@gmail.com","Finance","32705.12","2021-04-07",43,"3270.51","392461.44","39246.12",7,"27472.30","364989.14","404235.26",NULL,"Richard Williams"
285,"Ashley","Barry","cbrown@yahoo.com","Marketing","47920.41","2023-10-08",25,"4792.04","575044.92","57504.48",2,"11500.90","563544.02","621048.50",NULL,"Ashley Barry"
292,"Cynthia","Thomas","nmelton@small-hughes.com","HR","41969.41","2023-08-26",26,"4196.94","503632.92","50363.28",2,"10072.66","493560.26","543923.54",NULL,"Cynthia Thomas"
295,"Karen","Donaldson","louis76@padilla.com","HR","46485.81","2022-11-25",43,"4648.58","557829.72","55782.96",2,"11156.59","546673.13","602456.09",NULL,"Karen Donaldson"
298,"Kelly","Murphy","lacey02@baker-jimenez.com","Operations","61072.60","2021-10-25",37,"6107.26","732871.20","73287.12",2,"14657.42","718213.78","791500.90",NULL,"Kelly Murphy"
300,"Matthew","Johnson","katie16@wood.com","Operations","62453.44","2024-06-08",55,"6245.34","749441.28","74944.08",2,"14988.83","734452.45","809396.53",NULL,"Matthew Johnson"
303,"Cameron","Harrington","jmeyer@leach.com","HR","55541.89","2022-04-16",59,"5554.19","666502.68","66650.28",2,"13330.05","653172.63","719822.91",NULL,"Cameron Harrington"
439,"Dustin","Mitchell","kelly51@reyes.com","Operations","36881.34","2022-10-25",56,"3688.13","442576.08","44257.56",7,"30980.33","411595.75","455853.31",NULL,"Dustin Mitchell"
306,"Scott","Deleon","colegrant@pace.org","Operations","43522.30","2023-06-03",43,"4352.23","522267.60","52226.76",2,"10445.35","511822.25","564049.01",NULL,"Scott Deleon"
308,"Donna","Good","valerie25@jones-drake.com","Marketing","51977.48","2020-09-25",24,"5197.75","623729.76","62373.00",2,"12474.60","611255.16","673628.16",NULL,"Donna Good"
461,"Donna","Murphy","carlos64@gmail.com","Finance","36696.71","2024-10-08",34,"3669.67","440360.52","44036.04",7,"30825.24","409535.28","453571.32",NULL,"Donna Murphy"
310,"Mary","Hurst","whitenoah@yahoo.com","Operations","59485.71","2024-01-05",35,"5948.57","713828.52","71382.84",2,"14276.57","699551.95","770934.79",NULL,"Mary Hurst"
314,"Ashley","Bryant","qberry@yahoo.com","Operations","42153.86","2022-05-03",46,"4215.39","505846.32","50584.68",2,"10116.93","495729.39","546314.07",NULL,"Ashley Bryant"
79,"Michael","Diaz","nortonkristine@hotmail.com","Marketing","63084.86","2020-07-25",35,"6308.49","757018.32","75701.88",2,"15140.37","741877.95","817579.83",NULL,"Michael Diaz"
87,"Jacob","Monroe","cjimenez@barber.com","HR","50172.70","2021-07-04",27,"5017.27","602072.40","60207.24",2,"12041.45","590030.95","650238.19",NULL,"Jacob Monroe"
18,"Robert","Sullivan","millerallison@hotmail.com","Finance","72896.95","2024-06-09",46,"7289.70","874763.40","87476.40",5,"43738.17","831025.23","918501.63",NULL,"Robert Sullivan"
19,"Jessica","Williams","royrandy@kelly.com","Operations","98452.12","2020-07-02",28,"9845.21","1181425.44","118142.52",5,"59071.27","1122354.17","1240496.69",NULL,"Jessica Williams"
20,"Kristina","Rivera","fbrooks@martin-blair.com","IT","85703.19","2022-12-18",59,"8570.32","1028438.28","102843.84",5,"51421.91","977016.37","1079860.21",NULL,"Kristina Rivera"
22,"Karen","Brown","mcdonaldchristina@haynes.com","Marketing","78103.24","2020-02-07",41,"7810.32","937238.88","93723.84",5,"46861.94","890376.94","984100.78",NULL,"Karen Brown"
25,"Monica","Olson","zparrish@hotmail.com","IT","75404.05","2021-01-02",24,"7540.41","904848.60","90484.92",5,"45242.43","859606.17","950091.09",NULL,"Monica Olson"
26,"Eduardo","Smith","rossjared@montes.com","IT","96756.21","2021-03-31",42,"9675.62","1161074.52","116107.44",5,"58053.73","1103020.79","1219128.23",NULL,"Eduardo Smith"
27,"Carrie","Olson","isabellahall@gmail.com","Marketing","72155.31","2021-05-31",23,"7215.53","865863.72","86586.36",5,"43293.19","822570.53","909156.89",NULL,"Carrie Olson"
28,"Bradley","Flowers","david06@johnson-simon.com","HR","71647.02","2021-01-20",23,"7164.70","859764.24","85976.40",5,"42988.21","816776.03","902752.43",NULL,"Bradley Flowers"
29,"Derek","Dunlap","zhudson@frank.org","Finance","87172.65","2020-05-04",48,"8717.27","1046071.80","104607.24",5,"52303.59","993768.21","1098375.45",NULL,"Derek Dunlap"
89,"Alexandra","Richmond","valdezmatthew@gmail.com","Operations","63588.59","2023-01-03",22,"6358.86","763063.08","76306.32",2,"15261.26","747801.82","824108.14",NULL,"Alexandra Richmond"
63,"Alexis","Rodriguez","kayla91@yahoo.com","IT","75687.13","2020-10-18",36,"7568.71","908245.56","90824.52",5,"45412.28","862833.28","953657.80",NULL,"Alexis Rodriguez"
64,"Susan","Parker","richardsonchristopher@gmail.com","Operations","77946.72","2020-06-19",42,"7794.67","935360.64","93536.04",5,"46768.03","888592.61","982128.65",NULL,"Susan Parker"
464,"Shaun","Garcia","ostanton@taylor.com","IT","41268.71","2022-08-19",42,"4126.87","495224.52","49522.44",7,"34665.72","460558.80","510081.24",NULL,"Shaun Garcia"
471,"Christopher","Baker","dana24@yahoo.com","Finance","35086.94","2021-02-15",26,"3508.69","421043.28","42104.28",7,"29473.03","391570.25","433674.53",NULL,"Christopher Baker"
90,"Tyler","Powers","gperry@keith-thomas.com","Operations","64827.20","2024-05-18",22,"6482.72","777926.40","77792.64",2,"15558.53","762367.87","840160.51",NULL,"Tyler Powers"
480,"John","Morris","hernandezjohn@yahoo.com","IT","38112.58","2024-10-26",59,"3811.26","457350.96","45735.12",7,"32014.57","425336.39","471071.51",NULL,"John Morris"
91,"Jonathan","Thompson","jwalker@gmail.com","HR","62490.56","2020-06-28",53,"6249.06","749886.72","74988.72",2,"14997.73","734888.99","809877.71",NULL,"Jonathan Thompson"
120,"Mary","Smith","julieharris@hall.biz","IT","44144.75","2020-03-06",22,"4414.48","529737.00","52973.76",2,"10594.74","519142.26","572116.02",NULL,"Mary Smith"
316,"Kimberly","Rodriguez","jonathansexton@gmail.com","Finance","45284.74","2023-08-25",55,"4528.47","543416.88","54341.64",2,"10868.34","532548.54","586890.18",NULL,"Kimberly Rodriguez"
320,"Christopher","West","crystal89@bennett-fitzgerald.com","Marketing","58670.96","2022-01-27",31,"5867.10","704051.52","70405.20",2,"14081.03","689970.49","760375.69",NULL,"Christopher West"
321,"Carly","Smith","xjohnson@campbell.org","HR","43724.71","2020-04-05",35,"4372.47","524696.52","52469.64",2,"10493.93","514202.59","566672.23",NULL,"Carly Smith"
348,"Joshua","Kelley","ypaul@hotmail.com","HR","56431.43","2021-04-11",52,"5643.14","677177.16","67717.68",2,"13543.54","663633.62","731351.30",NULL,"Joshua Kelley"
352,"Juan","Sawyer","gmoore@gmail.com","Marketing","56350.59","2021-03-31",40,"5635.06","676207.08","67620.72",2,"13524.14","662682.94","730303.66",NULL,"Juan Sawyer"
353,"Sheri","Weber","taylorheather@yahoo.com","IT","66018.44","2024-10-26",54,"6601.84","792221.28","79222.08",2,"15844.43","776376.85","855598.93",NULL,"Sheri Weber"
494,"Gregory","Mason","howardandrew@yahoo.com","Finance","31196.33","2024-01-04",60,"3119.63","374355.96","37435.56",7,"26204.92","348151.04","385586.60",NULL,"Gregory Mason"
499,"Sonya","Wilson","jillhunter@hansen-nelson.biz","Marketing","30145.30","2020-01-11",29,"3014.53","361743.60","36174.36",7,"25322.05","336421.55","372595.91",NULL,"Sonya Wilson"
503,"Tara","Robinson","bushwilliam@gmail.com","HR","30792.28","2020-03-10",49,"3079.23","369507.36","36950.76",7,"25865.52","343641.84","380592.60",NULL,"Tara Robinson"
455,"Ryan","Welch","qpitts@yahoo.com","HR","73774.53","2024-04-23",54,"7377.45","885294.36","88529.40",5,"44264.72","841029.64","929559.04",NULL,"Ryan Welch"
510,"Stephanie","Baxter","nsmith@hardy.com","Operations","37941.67","2022-02-22",51,"3794.17","455300.04","45530.04",7,"31871.00","423429.04","468959.08",NULL,"Stephanie Baxter"
518,"Laurie","Gallegos","connormoreno@riley.info","IT","39792.40","2020-02-24",55,"3979.24","477508.80","47750.88",7,"33425.62","444083.18","491834.06",NULL,"Laurie Gallegos"
524,"Sheena","Wright","gsims@osborne.com","Finance","30338.25","2023-10-04",32,"3033.83","364059.00","36405.96",7,"25484.13","338574.87","374980.83",NULL,"Sheena Wright"
526,"George","Harrington","alejandroperez@hotmail.com","Operations","37468.33","2021-08-25",39,"3746.83","449619.96","44961.96",7,"31473.40","418146.56","463108.52",NULL,"George Harrington"
527,"Dustin","Bright","mercadorandy@hotmail.com","Marketing","38236.79","2024-06-12",44,"3823.68","458841.48","45884.16",7,"32118.90","426722.58","472606.74",NULL,"Dustin Bright"
534,"Jacob","Lewis","kathrynsnyder@watson.com","Finance","30214.96","2023-01-09",33,"3021.50","362579.52","36258.00",7,"25380.57","337198.95","373456.95",NULL,"Jacob Lewis"
542,"Isabella","Rogers","cmcgee@cooper.biz","Marketing","35914.46","2019-12-25",52,"3591.45","430973.52","43097.40",7,"30168.15","400805.37","443902.77",NULL,"Isabella Rogers"
553,"Sandra","Jackson","nelsonronald@bell.net","Marketing","34414.64","2021-10-04",59,"3441.46","412975.68","41297.52",7,"28908.30","384067.38","425364.90",NULL,"Sandra Jackson"
557,"Jessica","Lucas","cynthia98@gmail.com","Marketing","34301.96","2024-11-08",59,"3430.20","411623.52","41162.40",7,"28813.65","382809.87","423972.27",NULL,"Jessica Lucas"
566,"Jesus","Fletcher","carlsonanthony@dean.org","Finance","39367.09","2021-06-19",41,"3936.71","472405.08","47240.52",7,"33068.36","439336.72","486577.24",NULL,"Jesus Fletcher"
573,"Jacqueline","Ferguson","vickiellison@johnson.com","HR","31534.88","2020-06-04",35,"3153.49","378418.56","37841.88",7,"26489.30","351929.26","389771.14",NULL,"Jacqueline Ferguson"
594,"Michele","Estes","mckenziejohn@gmail.com","Marketing","39327.27","2021-05-14",47,"3932.73","471927.24","47192.76",7,"33034.91","438892.33","486085.09",NULL,"Michele Estes"
625,"Thomas","Hamilton","reginald94@smith.info","HR","38995.73","2022-09-23",25,"3899.57","467948.76","46794.84",7,"32756.41","435192.35","481987.19",NULL,"Thomas Hamilton"
630,"Stephen","Hoffman","hmartin@lee-bean.com","Operations","39907.03","2023-04-22",48,"3990.70","478884.36","47888.40",7,"33521.91","445362.45","493250.85",NULL,"Stephen Hoffman"
631,"Nicole","Howard","dunnstephen@hotmail.com","IT","39582.58","2021-11-07",41,"3958.26","474990.96","47499.12",7,"33249.37","441741.59","489240.71",NULL,"Nicole Howard"
884,"Erica","Johnson","nmoran@salinas.com","Finance","40659.92","2023-05-14",29,"4065.99","487919.04","48791.88",7,"34154.33","453764.71","502556.59",NULL,"Erica Johnson"
887,"Holly","Brown","williamsjoshua@rosario.info","HR","36542.12","2023-03-02",28,"3654.21","438505.44","43850.52",7,"30695.38","407810.06","451660.58",NULL,"Holly Brown"
899,"Anthony","Wilson","spruitt@hotmail.com","Marketing","32848.52","2021-05-07",33,"3284.85","394182.24","39418.20",7,"27592.76","366589.48","406007.68",NULL,"Anthony Wilson"
910,"Amber","Cain","smithmichael@haynes.biz","Operations","32102.33","2023-01-27",31,"3210.23","385227.96","38522.76",7,"26965.96","358262.00","396784.76",NULL,"Amber Cain"
915,"Jason","Sherman","rachel24@yahoo.com","Marketing","34222.60","2023-10-10",43,"3422.26","410671.20","41067.12",7,"28746.98","381924.22","422991.34",NULL,"Jason Sherman"
917,"Cathy","Kelley","adrian36@gmail.com","Marketing","38872.09","2022-07-31",57,"3887.21","466465.08","46646.52",7,"32652.56","433812.52","480459.04",NULL,"Cathy Kelley"
922,"Elizabeth","Hughes","laurasullivan@stein.net","IT","33568.81","2020-03-28",59,"3356.88","402825.72","40282.56",7,"28197.80","374627.92","414910.48",NULL,"Elizabeth Hughes"
633,"Brian","Parker","riveraanthony@gmail.com","IT","35971.48","2022-05-01",59,"3597.15","431657.76","43165.80",7,"30216.04","401441.72","444607.52",NULL,"Brian Parker"
641,"Edward","Smith","awilliams@ortega-parker.com","Finance","36400.78","2020-11-28",48,"3640.08","436809.36","43680.96",7,"30576.66","406232.70","449913.66",NULL,"Edward Smith"
651,"Ryan","Lee","operkins@villanueva-hernandez.biz","HR","31073.86","2020-09-02",60,"3107.39","372886.32","37288.68",7,"26102.04","346784.28","384072.96",NULL,"Ryan Lee"
653,"Ryan","Smith","matthew82@yahoo.com","Operations","30118.59","2022-03-20",25,"3011.86","361423.08","36142.32",7,"25299.62","336123.46","372265.78",NULL,"Ryan Smith"
662,"Darlene","Hill","clarkrachael@sparks.org","IT","37675.60","2020-06-01",24,"3767.56","452107.20","45210.72",7,"31647.50","420459.70","465670.42",NULL,"Darlene Hill"
677,"Cory","Richard","steve99@hotmail.com","HR","36959.54","2023-05-12",45,"3695.95","443514.48","44351.40",7,"31046.01","412468.47","456819.87",NULL,"Cory Richard"
678,"Dennis","Scott","suzanne36@hotmail.com","Operations","38572.54","2020-07-03",33,"3857.25","462870.48","46287.00",7,"32400.93","430469.55","476756.55",NULL,"Dennis Scott"
685,"Daniel","Cooper","brittney03@hotmail.com","Marketing","37404.35","2023-06-09",35,"3740.44","448852.20","44885.28",7,"31419.65","417432.55","462317.83",NULL,"Daniel Cooper"
692,"Olivia","Johnson","fmorgan@hotmail.com","Operations","39895.64","2022-03-04",39,"3989.56","478747.68","47874.72",7,"33512.34","445235.34","493110.06",NULL,"Olivia Johnson"
694,"Kimberly","Myers","santiagojennifer@hotmail.com","Marketing","38732.13","2023-11-25",24,"3873.21","464785.56","46478.52",7,"32534.99","432250.57","478729.09",NULL,"Kimberly Myers"
697,"Roberta","Cooper","brittany25@rodriguez-williams.com","Marketing","40646.03","2024-11-16",45,"4064.60","487752.36","48775.20",7,"34142.67","453609.69","502384.89",NULL,"Roberta Cooper"
354,"Cathy","Rivera","kristi83@wilkins.com","HR","60697.68","2022-07-20",22,"6069.77","728372.16","72837.24",2,"14567.44","713804.72","786641.96",NULL,"Cathy Rivera"
722,"Brian","Ramirez","cartercarla@gonzalez.com","HR","32398.69","2024-04-15",26,"3239.87","388784.28","38878.44",7,"27214.90","361569.38","400447.82",NULL,"Brian Ramirez"
733,"Meredith","Nelson","areed@gmail.com","Finance","38683.07","2024-11-11",41,"3868.31","464196.84","46419.72",7,"32493.78","431703.06","478122.78",NULL,"Meredith Nelson"
736,"Linda","Knox","garciaangela@gmail.com","HR","38242.09","2023-11-13",31,"3824.21","458905.08","45890.52",7,"32123.36","426781.72","472672.24",NULL,"Linda Knox"
15,"Tammy","Collins","cherylbanks@gmail.com","HR","39382.83","2021-03-12",52,"3938.28","472593.96","47259.36",7,"33081.58","439512.38","486771.74",NULL,"Tammy Collins"
16,"Miranda","Mcmahon","bonillamatthew@yahoo.com","Operations","41564.15","2021-04-20",37,"4156.42","498769.80","49877.04",7,"34913.89","463855.91","513732.95",NULL,"Miranda Mcmahon"
737,"Craig","Kaufman","stokesmeredith@yahoo.com","Finance","36781.49","2023-04-29",57,"3678.15","441377.88","44137.80",7,"30896.45","410481.43","454619.23",NULL,"Craig Kaufman"
742,"Patricia","Kirk","elizabethmcdonald@yahoo.com","IT","40540.07","2019-12-29",43,"4054.01","486480.84","48648.12",7,"34053.66","452427.18","501075.30",NULL,"Patricia Kirk"
357,"John","Deleon","pmccarthy@hernandez-burnett.net","HR","64204.86","2023-04-05",35,"6420.49","770458.32","77045.88",2,"15409.17","755049.15","832095.03",NULL,"John Deleon"
745,"Carrie","Brooks","caitlinharris@finley.com","Operations","39718.65","2024-02-07",28,"3971.87","476623.80","47662.44",7,"33363.67","443260.13","490922.57",NULL,"Carrie Brooks"
747,"Chase","Harris","smithmartin@johnson-stein.com","HR","38838.34","2022-10-27",42,"3883.83","466060.08","46605.96",7,"32624.21","433435.87","480041.83",NULL,"Chase Harris"
749,"Travis","Williams","orobinson@yahoo.com","IT","37122.94","2023-09-13",50,"3712.29","445475.28","44547.48",7,"31183.27","414292.01","458839.49",NULL,"Travis Williams"
756,"Jacob","Lopez","ricejoseph@gmail.com","Finance","39413.98","2020-04-03",23,"3941.40","472967.76","47296.80",7,"33107.74","439860.02","487156.82",NULL,"Jacob Lopez"
759,"Daniel","Myers","baldwinmichael@maxwell-cain.com","Operations","40077.35","2024-04-14",57,"4007.74","480928.20","48092.88",7,"33664.97","447263.23","495356.11",NULL,"Daniel Myers"
367,"Kayla","Meyer","randy19@aguilar-turner.net","Finance","50236.92","2022-12-22",28,"5023.69","602843.04","60284.28",2,"12056.86","590786.18","651070.46",NULL,"Kayla Meyer"
764,"Emily","Mueller","xjones@gomez-blevins.com","Finance","31557.69","2024-10-31",26,"3155.77","378692.28","37869.24",7,"26508.46","352183.82","390053.06",NULL,"Emily Mueller"
373,"Robert","Cruz","dominique16@scott-martinez.com","Finance","48129.81","2021-07-04",36,"4812.98","577557.72","57755.76",2,"11551.15","566006.57","623762.33",NULL,"Robert Cruz"
381,"Melvin","Wallace","victoria11@wood.com","Operations","65710.06","2021-08-06",58,"6571.01","788520.72","78852.12",2,"15770.41","772750.31","851602.43",NULL,"Melvin Wallace"
777,"Lisa","Thompson","smithshannon@yahoo.com","Marketing","35621.71","2022-09-15",26,"3562.17","427460.52","42746.04",7,"29922.24","397538.28","440284.32",NULL,"Lisa Thompson"
778,"Kristin","Ramirez","owilson@lewis.com","HR","39972.32","2022-02-14",54,"3997.23","479667.84","47966.76",7,"33576.75","446091.09","494057.85",NULL,"Kristin Ramirez"
786,"Patricia","Boyd","allenkara@berg-harper.com","Operations","36452.01","2024-09-20",58,"3645.20","437424.12","43742.40",7,"30619.69","406804.43","450546.83",NULL,"Patricia Boyd"
6,"Louis","Rivera","parksamy@gmail.com","Finance","30448.72","2020-05-05",41,"3044.87","365384.64","36538.44",7,"25576.92","339807.72","376346.16",NULL,"Louis Rivera"
803,"Joseph","Tate","sosborne@chase.com","Finance","39392.15","2022-08-19",52,"3939.22","472705.80","47270.64",7,"33089.41","439616.39","486887.03",NULL,"Joseph Tate"
382,"Steven","Hunt","erogers@anderson-yang.com","Operations","61441.19","2021-06-14",55,"6144.12","737294.28","73729.44",2,"14745.89","722548.39","796277.83",NULL,"Steven Hunt"
419,"Heather","Miller","rbrown@yahoo.com","Marketing","54067.42","2020-09-15",40,"5406.74","648809.04","64880.88",2,"12976.18","635832.86","700713.74",NULL,"Heather Miller"
808,"John","Austin","ynelson@yahoo.com","Finance","30228.70","2024-08-24",39,"3022.87","362744.40","36274.44",7,"25392.11","337352.29","373626.73",NULL,"John Austin"
420,"Rhonda","Pierce","swillis@gmail.com","Finance","53518.38","2024-06-05",32,"5351.84","642220.56","64222.08",2,"12844.41","629376.15","693598.23",NULL,"Rhonda Pierce"
810,"Jose","Sanchez","zcunningham@yahoo.com","HR","41287.18","2024-02-18",50,"4128.72","495446.16","49544.64",7,"34681.23","460764.93","510309.57",NULL,"Jose Sanchez"
813,"Jennifer","Barajas","michelle49@gmail.com","Finance","38449.16","2024-02-29",27,"3844.92","461389.92","46139.04",7,"32297.29","429092.63","475231.67",NULL,"Jennifer Barajas"
423,"Gerald","Wright","acollins@hotmail.com","Marketing","46567.55","2020-09-04",57,"4656.76","558810.60","55881.12",2,"11176.21","547634.39","603515.51",NULL,"Gerald Wright"
826,"Jessica","Smith","elliottmichael@baker-velez.biz","Operations","36320.60","2023-12-14",46,"3632.06","435847.20","43584.72",7,"30509.30","405337.90","448922.62",NULL,"Jessica Smith"
425,"Bryan","Maddox","paul45@walton.com","Finance","53130.48","2021-07-22",27,"5313.05","637565.76","63756.60",2,"12751.32","624814.44","688571.04",NULL,"Bryan Maddox"
428,"Andrea","Warren","nicholascarter@sherman.com","Finance","52099.23","2024-07-16",23,"5209.92","625190.76","62519.04",2,"12503.82","612686.94","675205.98",NULL,"Andrea Warren"
429,"Justin","King","upeterson@hotmail.com","Marketing","47529.60","2024-10-11",29,"4752.96","570355.20","57035.52",2,"11407.10","558948.10","615983.62",NULL,"Justin King"
832,"Melissa","Walker","alexander84@hotmail.com","HR","31631.32","2021-03-11",22,"3163.13","379575.84","37957.56",7,"26570.31","353005.53","390963.09",NULL,"Melissa Walker"
430,"Emma","Thomas","kenneth85@hotmail.com","Operations","60215.98","2020-09-22",38,"6021.60","722591.76","72259.20",2,"14451.84","708139.92","780399.12",NULL,"Emma Thomas"
431,"Mary","Alexander","huntnoah@wilson.com","Finance","43114.04","2022-08-15",55,"4311.40","517368.48","51736.80",2,"10347.37","507021.11","558757.91",NULL,"Mary Alexander"
433,"David","Lynch","juliecollins@gmail.com","Marketing","64280.09","2022-01-21",28,"6428.01","771361.08","77136.12",2,"15427.22","755933.86","833069.98",NULL,"David Lynch"
435,"Raymond","Estrada","wolfmolly@gmail.com","Finance","52997.19","2020-02-09",36,"5299.72","635966.28","63596.64",2,"12719.33","623246.95","686843.59",NULL,"Raymond Estrada"
436,"Dustin","Nielsen","robert81@hotmail.com","IT","60875.98","2021-04-06",32,"6087.60","730511.76","73051.20",2,"14610.24","715901.52","788952.72",NULL,"Dustin Nielsen"
833,"William","Carr","vasquezphilip@yahoo.com","Finance","33178.65","2022-01-01",26,"3317.87","398143.80","39814.44",7,"27870.07","370273.73","410088.17",NULL,"William Carr"
438,"Jonathan","Bailey","lauraallen@knapp.net","IT","63530.76","2024-10-21",32,"6353.08","762369.12","76236.96",2,"15247.38","747121.74","823358.70",NULL,"Jonathan Bailey"
837,"Laura","Smith","joshua39@hotmail.com","IT","38754.96","2021-05-19",31,"3875.50","465059.52","46506.00",7,"32554.17","432505.35","479011.35",NULL,"Laura Smith"
441,"Julie","Hernandez","stephensnathan@yahoo.com","IT","66634.67","2020-08-30",33,"6663.47","799616.04","79961.64",2,"15992.32","783623.72","863585.36",NULL,"Julie Hernandez"
845,"Justin","Reynolds","bking@hotmail.com","Finance","41118.33","2020-12-11",55,"4111.83","493419.96","49341.96",7,"34539.40","458880.56","508222.52",NULL,"Justin Reynolds"
851,"Jennifer","Pope","danieldecker@ferguson-young.com","Finance","33955.54","2023-06-08",43,"3395.55","407466.48","40746.60",7,"28522.65","378943.83","419690.43",NULL,"Jennifer Pope"
853,"Hunter","Brooks","kcollins@gmail.com","Marketing","31323.11","2024-07-15",38,"3132.31","375877.32","37587.72",7,"26311.41","349565.91","387153.63",NULL,"Hunter Brooks"
442,"Donald","Becker","richard74@arellano.org","Finance","50391.45","2020-02-26",33,"5039.15","604697.40","60469.80",2,"12093.95","592603.45","653073.25",NULL,"Donald Becker"
444,"Abigail","Oconnell","erios@gmail.com","IT","46059.59","2019-12-16",34,"4605.96","552715.08","55271.52",2,"11054.30","541660.78","596932.30",NULL,"Abigail Oconnell"
466,"Tonya","Hill","cookscott@yahoo.com","Operations","48064.66","2020-12-21",51,"4806.47","576775.92","57677.64",2,"11535.52","565240.40","622918.04",NULL,"Tonya Hill"
880,"Robert","Hernandez","melissacarter@thomas.com","HR","36200.20","2023-04-11",25,"3620.02","434402.40","43440.24",7,"30408.17","403994.23","447434.47",NULL,"Robert Hernandez"
144,"Anthony","Nelson","jacksonemily@yahoo.com","IT","59409.65","2020-07-07",48,"5940.97","712915.80","71291.64",2,"14258.32","698657.48","769949.12",NULL,"Anthony Nelson"
145,"Mary","Gentry","michellepena@hotmail.com","Finance","59668.66","2024-10-31",41,"5966.87","716023.92","71602.44",2,"14320.48","701703.44","773305.88",NULL,"Mary Gentry"
149,"William","Phillips","allenchristopher@rivera.com","Marketing","58037.21","2023-05-13",26,"5803.72","696446.52","69644.64",2,"13928.93","682517.59","752162.23",NULL,"William Phillips"
153,"James","Peterson","jessica72@gmail.com","HR","48794.48","2021-03-16",49,"4879.45","585533.76","58553.40",2,"11710.68","573823.08","632376.48",NULL,"James Peterson"
253,"Casey","Cooke","ykeith@yahoo.com","IT","84506.32","2022-08-24",32,"8450.63","1014075.84","101407.56",5,"50703.79","963372.05","1064779.61",NULL,"Casey Cooke"
255,"Ashley","Williams","willielopez@yahoo.com","HR","82543.43","2020-02-01",38,"8254.34","990521.16","99052.08",5,"49526.06","940995.10","1040047.18",NULL,"Ashley Williams"
256,"Eric","Miller","bakerstephanie@yahoo.com","IT","84968.51","2020-11-09",23,"8496.85","1019622.12","101962.20",5,"50981.11","968641.01","1070603.21",NULL,"Eric Miller"
263,"Joseph","Smith","sara54@yahoo.com","Marketing","67370.96","2021-05-06",47,"6737.10","808451.52","80845.20",5,"40422.58","768028.94","848874.14",NULL,"Joseph Smith"
265,"Adam","Warren","thompsonpatricia@yahoo.com","Operations","92649.15","2023-01-07",58,"9264.92","1111789.80","111179.04",5,"55589.49","1056200.31","1167379.35",NULL,"Adam Warren"
